Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Bir Bikram,2016.0,136.0,5.6,52.0,"Action, Comedy, Romance",nepali
Kireedam,1989.0,124.0,8.8,6396.0,"Action, Drama",malayalam
Ennittum,2006.0,126.0,4.5,8.0,Drama,malayalam
Ivan Avanethan,1960.0,137.5,6.4,10.0,Unknown,tamil
Scotland,2019.0,120.0,4.8,409.0,Crime,hindi
Dankyavar Danka,2013.0,130.0,6.1,42.0,Comedy,marathi
Who Is the First Wife of My Father,2017.0,126.0,6.9,24.0,Drama,hindi
Shri Venkateshwara Vrata Mahatyam,1980.0,137.5,6.4,10.0,Unknown,telugu
Darpan Chhaya,2001.0,90.0,7.1,173.0,"Drama, Musical, Romance",nepali
Uddishya,2018.0,120.0,7.0,21.0,Thriller,kannada
Basanta Bahar,1969.0,126.0,6.9,24.0,Drama,bengali
Uyirode Uyiraha,1998.0,150.0,5.0,182.0,Drama,tamil
Miraculous: Tales of Ladybug & Cat Noir,2015.0,20.0,7.7,7035.0,"Animation, Action, Adventure",urdu
Hamar Dhoni,2005.0,80.0,6.2,31.0,Romance,assamese
Narendra,2018.0,137.0,5.5,21.0,Action,telugu
Buckasura,2018.0,120.0,5.6,33.0,Thriller,kannada
En Kadhali Scene Podura,2019.0,121.0,2.6,13.0,Drama,tamil
Veerangana Panna,1934.0,137.5,6.4,10.0,Unknown,hindi
Love Story: Premer Golpo,1995.0,156.0,6.7,61.5,"Drama, Romance",bengali
Jawani,2001.0,130.0,6.3,9.0,"Action, Musical",punjabi
Nau Do Gyarah,1957.0,170.0,6.9,139.0,"Comedy, Romance, Thriller",hindi
Campus Da Challenge,2018.0,126.0,6.9,24.0,Drama,punjabi
Bhool Na Jaana,1965.0,133.0,6.2,31.0,Romance,hindi
Faster Fene,2017.0,130.0,7.9,746.0,"Action, Crime, Mystery",marathi
Rajaparvai,2021.0,137.0,5.5,21.0,Action,tamil
Dhadaka,1990.0,126.0,6.9,24.0,Drama,marathi
Pattas,2020.0,141.0,5.7,1106.0,"Action, Drama",tamil
Kaththi,2014.0,166.0,7.9,19325.0,"Action, Drama",tamil
Jhankaar Beats,2003.0,143.0,7.2,1948.0,"Comedy, Music, Romance",hindi
Puthiya Mugham,2009.0,137.0,5.6,576.0,"Action, Drama, Thriller",malayalam
Tu Sukhi Raha,1963.0,137.5,6.4,10.0,Unknown,marathi
Ka,,139.0,5.7,134.0,"Action, Thriller",malayalam
Bhoomi,2017.0,136.0,5.4,1738.0,"Action, Crime, Drama",hindi
Sahilz,2019.0,137.5,6.4,10.0,Unknown,malayalam
Balmaa,1993.0,133.0,6.0,20.0,Romance,hindi
CID Sheela,2021.0,120.0,6.0,32.0,Thriller,malayalam
Kanne Madanguka,2005.0,126.0,6.9,24.0,Drama,malayalam
Kalyana Thilakam,1985.0,137.5,8.5,38.0,Unknown,telugu
Jug Jugg Jeeyo,2021.0,130.0,6.1,42.0,Comedy,hindi
Sanket,1951.0,137.5,6.4,10.0,Unknown,bengali
Bhale Krishnudu,1980.0,147.0,8.5,28.0,Unknown,telugu
Sasuchi Varat Sunechya Daarat,2007.0,126.0,6.9,24.0,Drama,marathi
Bhatakti Maina,1947.0,137.5,6.4,10.0,Unknown,hindi
Sarkari Mehman,1979.0,135.0,4.8,10.0,"Drama, Family",hindi
Jatt & Juliet 2,2013.0,140.0,7.4,1799.0,"Comedy, Romance",punjabi
Naago Ka Raja,1980.0,137.0,5.5,21.0,Action,hindi
Us-Paar,1974.0,135.0,6.5,21.0,"Drama, Family, Romance",hindi
Keshava,2017.0,117.0,6.3,432.0,"Action, Drama, Thriller",telugu
Hello Charlie,2021.0,102.0,3.8,3066.0,Comedy,hindi
Sukrutham,1994.0,148.0,7.4,183.0,Drama,malayalam
Kudhkana Madme,2020.0,148.0,6.3,94.0,"Comedy, Drama",tulu
Mrs & Mr Khurana,2020.0,89.0,6.5,106.0,"Drama, Thriller",hindi
Shama Parwana,1937.0,137.5,6.4,10.0,Unknown,hindi
Impeccable Aka Masoom,2004.0,46.0,6.9,24.0,Drama,urdu
Anbulla Appa,1987.0,127.0,6.1,11.0,Drama,tamil
Ghat: The Hill Station,2007.0,100.0,5.0,22.0,Horror,hindi
Bodhodaya,1951.0,126.0,6.9,24.0,Drama,bengali
Veera Pandian,1987.0,137.5,5.7,6.0,Unknown,tamil
Happy Happy Ga,2010.0,126.0,4.6,24.0,Drama,telugu
Motu Patlu: King of Kings,2016.0,110.0,6.8,127.0,"Animation, Adventure, Comedy",hindi
Mamaku Tagga Alludu,1960.0,130.0,6.1,42.0,Comedy,telugu
Ghar Me Raaj Lugayan Ko,1989.0,126.0,6.9,24.0,Drama,rajastani
Annakodi,2013.0,126.0,3.7,17.0,Drama,tamil
Vidaaya,2015.0,126.0,6.9,24.0,Drama,kannada
Taan,2014.0,126.0,5.1,30.0,Drama,bengali
Pravarakyudu,2009.0,154.0,5.5,55.0,Family,telugu
Amavas,2019.0,134.0,2.7,301.0,"Horror, Thriller",hindi
Dikshya,2019.0,2.0,7.8,10.0,"Short, Drama",nepali
Zordaar,1996.0,137.0,4.9,27.0,Action,hindi
Chann Pardesee,1980.0,147.0,8.1,60.0,Drama,punjabi
Shart: The Challenge,2004.0,136.0,3.5,150.0,"Drama, Romance",hindi
Overtime,2012.0,114.0,4.8,25.0,Drama,hindi
Anta Mana Manchike,1972.0,176.0,6.4,10.0,Unknown,telugu
Yoddha The Warrior,2014.0,151.0,3.9,226.0,"Action, Drama, Fantasy",bengali
PRD,2017.0,24.0,,,"Short, News",malayalam
Kalankita Nayak,1970.0,119.0,7.2,20.0,Drama,bengali
Chambal Ka Badshah,1986.0,130.0,5.5,21.0,Action,hindi
Rani Aur Maharani,1993.0,139.0,4.5,8.0,"Action, Thriller",hindi
Pathini Penn,1993.0,126.0,6.9,24.0,Drama,tamil
Velipadukal: Biography of a Sacred Cow,2008.0,69.0,5.7,2519.0,"Drama, Fantasy, Sci-Fi",malayalam
Enakku Veru Engum Kilaigal Kidayathu,2016.0,124.0,4.6,34.0,"Comedy, Drama",tamil
Annai Abirami,1971.0,126.0,6.9,24.0,Drama,tamil
Badnam Basti,1971.0,100.0,6.6,10.0,Drama,hindi
Pirates 1.0,2017.0,120.0,5.9,16.0,Thriller,hindi
Hami Tin Bhai,2004.0,138.0,8.4,37.0,"Action, Comedy",nepali
Madai Thirandhu,2018.0,126.0,6.9,24.0,Drama,telugu
The Destiny Samaj of Banjaraa,2019.0,126.0,7.3,10.0,Drama,hindi
Kharam,2017.0,113.0,6.9,24.0,Drama,malayalam
Chandavalliya Tota,1964.0,147.0,8.4,14.0,Unknown,kannada
Dur Theke Kachhe,1974.0,112.0,6.9,24.0,Drama,bengali
Had Thai Gai,2017.0,130.0,5.2,5.0,Drama,gujarati
Chalu Dya Tumcha,2017.0,125.0,6.4,10.0,Unknown,marathi
Pyaar Ki Manzil,1950.0,137.5,6.4,10.0,Unknown,hindi
Sadhak Ramprasad,1956.0,136.0,6.9,24.0,Drama,bengali
Mahaul Theek Hai,1999.0,130.0,7.2,120.0,Comedy,punjabi
Theeran Adhigaram Ondru,2017.0,157.0,8.2,10814.0,"Action, Crime, Thriller",tamil
Liger,2021.0,126.0,6.9,24.0,Drama,malayalam
Pushpasaram,2001.0,137.5,6.4,10.0,Unknown,malayalam
Kartiki,1974.0,137.5,6.4,10.0,Unknown,marathi
Kunjo,2009.0,25.0,9.2,5.0,"Short, Drama",rajastani
Sohel Rana,1985.0,137.0,5.5,21.0,Action,bengali
Rawkto Rawhoshyo,2020.0,120.0,8.3,34.0,Thriller,bengali
Code Name Abdul,2020.0,114.0,6.4,113.5,"Crime, Thriller",hindi
Moojrim,1970.0,138.0,4.4,21.0,"Action, Crime, Musical",hindi
Sree Ayyappanum Vavarum,1982.0,130.0,5.8,12.0,"Action, Adventure, Drama",malayalam
Kagaz Patra,2019.0,138.0,6.5,207.5,"Comedy, Drama, Romance",nepali
Detective Naarada,1993.0,132.0,5.8,227.0,"Comedy, Drama, Thriller",telugu
Chaddi Dosth,2013.0,132.0,7.1,21.0,"Comedy, Drama",kannada
Alluda Majaaka!,1995.0,161.0,6.2,345.0,"Action, Comedy, Drama",telugu
Jibon Theke Neya,1970.0,150.0,9.3,1890.0,"Drama, Family, War",bengali
Bas Ek Pal,2006.0,150.0,5.9,499.0,"Drama, Romance, Thriller",hindi
Wazir,2016.0,103.0,7.1,17573.0,"Action, Crime, Drama",hindi
Sachaa Jhutha,1970.0,143.0,6.8,248.0,"Action, Comedy, Thriller",hindi
Cheelzadap,2019.0,118.0,5.2,19.0,"Comedy, Thriller",gujarati
Aasai Magan,1953.0,137.5,6.4,10.0,Unknown,tamil
Biyer Lagna,2008.0,165.0,6.7,12.0,Drama,bengali
Thoda Tuza Thoda Maza,2013.0,106.0,6.5,18.0,Family,marathi
Deha Tumaar Lahoti,2016.0,4.0,8.0,17.0,"Short, Music",assamese
Aashiq Vanna Divasam,2018.0,127.0,5.5,8.0,"Drama, Family",malayalam
Mee Sindhutai Sapkal,2010.0,110.0,7.0,124.0,"Biography, Drama",marathi
Bidugadeya Bedi,1985.0,137.5,6.4,10.0,Unknown,kannada
Nilshari,1954.0,137.5,6.4,10.0,Unknown,bengali
Sivakumarin Sabadham,2021.0,126.0,6.9,24.0,Drama,tamil
Prem Parvat,1973.0,136.0,6.0,8.0,"Drama, Romance",hindi
Road to Las Vegas,2009.0,90.0,6.7,132.0,"Comedy, Drama, Family",bengali
Ekattorer Jishu,1993.0,100.0,7.8,129.0,Drama,bengali
Kilipetchu Ketkava,1993.0,137.5,6.5,33.0,Unknown,tamil
Shiva Shakti,1988.0,153.0,4.7,29.0,"Action, Crime, Drama",hindi
Doosra Kinara,1982.0,133.0,6.2,31.0,Romance,hindi
Shabdavedi,2000.0,164.0,7.0,124.0,"Action, Crime, Thriller",kannada
Sanai Choughade,2008.0,120.0,6.7,82.0,Comedy,marathi
Malankattu,1980.0,137.5,6.4,10.0,Unknown,malayalam
Kaala Sona,1975.0,137.0,6.4,59.0,"Action, Thriller",hindi
Thaikku Thalaimagan,1967.0,159.0,6.5,16.0,Drama,tamil
Roommates,2017.0,120.0,6.0,32.0,Thriller,marathi
Visions of Mustang,2012.0,43.0,6.4,11.0,"Documentary, Short, Adventure",nepali
Zehari Saap,1933.0,156.0,6.4,10.0,Unknown,hindi
Tumhare Siwa,2015.0,137.5,6.4,10.0,Unknown,urdu
Uraal,2020.0,126.0,6.9,24.0,Drama,bengali
Maggy,2019.0,151.0,3.1,7.0,Horror,tamil
Angry Young Man,2014.0,137.0,5.2,9.0,Action,hindi
Mandahaasa,2013.0,137.5,6.4,10.0,Unknown,kannada
Seerum Puli,2020.0,127.5,7.6,19.0,Biography,tamil
Bheemaa,2008.0,169.0,5.7,867.0,Action,tamil
Kaptaan,2016.0,142.0,6.5,192.0,"Comedy, Drama, Family",punjabi
Bhariya Onnu Makkal Moonnu,2009.0,124.0,3.4,21.0,Drama,malayalam
Manan,2020.0,120.0,6.0,32.0,Thriller,marathi
Viraivil Isai,2015.0,125.0,6.9,24.0,Drama,tamil
Heeralal Pannalal,1978.0,145.0,6.7,76.0,"Action, Comedy",hindi
Nolan Equation,2018.0,105.0,6.6,282.5,"Crime, Drama, Mystery",tamil
Akhand Chudlo,1980.0,133.0,6.2,31.0,Romance,gujarati
Kulswamini Ambabai,1984.0,137.5,6.4,10.0,Unknown,marathi
Penninte Prathikaaram,1983.0,137.5,6.4,10.0,Unknown,malayalam
Knock! Knock!,2019.0,15.0,7.45,15.5,"Short, Thriller",malayalam
Virgin Bhanupriya,2020.0,111.0,2.5,1088.0,"Comedy, Drama",hindi
Kabhi Paas Kabhi Fail,1999.0,95.0,6.4,18.0,"Comedy, Family",hindi
Songs of love,2019.0,210.0,6.7,193.0,"Drama, Musical, Romance",hindi
Galti Se Mistakke Ho Gayi,2011.0,102.0,6.4,89.0,"Comedy, Family",hindi
Aarambamae Attakasam,2017.0,137.5,6.4,10.0,Unknown,tamil
Milestone,2020.0,98.0,5.9,39.0,Drama,hindi
Thittam Poattu Thirudura Kootam,2019.0,126.0,5.0,53.0,"Action, Comedy, Crime",tamil
Mai,2013.0,105.0,6.7,91.0,"Drama, Family",hindi
Ang Lagaa Le,1991.0,120.0,6.0,32.0,Thriller,hindi
Figght,2019.0,144.0,6.0,77.0,"Action, Drama",marathi
Thulavarsham,1976.0,137.5,3.9,7.0,Unknown,malayalam
Attaracha Phaya,1984.0,126.0,6.9,24.0,Drama,marathi
Nayayaam,2015.0,126.0,6.9,24.0,Drama,marathi
Dekho Chand Aaya,2016.0,120.0,6.3,58.0,"Crime, Drama, Family",urdu
Red River,2021.0,126.0,6.9,24.0,Drama,malayalam
Music Meri Jaan,2016.0,140.0,6.6,10.0,Musical,hindi
BumBoo,2016.0,57.0,6.1,42.0,Comedy,hindi
Akasmika,1993.0,146.0,7.2,149.0,"Action, Crime, Thriller",kannada
Nasbandi,1978.0,140.0,6.5,13.0,"Comedy, Drama",hindi
Shahid,2012.0,129.0,8.2,15413.0,"Biography, Drama",hindi
Man Ka Meet,1950.0,136.0,6.7,61.5,"Drama, Romance",hindi
Deepasthambham Mahascharyam,1999.0,137.0,5.1,78.0,"Comedy, Drama, Musical",malayalam
Nalish,1982.0,126.0,6.9,24.0,Drama,bengali
Vishwasghaat,1977.0,141.5,5.1,37.0,"Action, Crime, Drama",hindi
Undamma Bottu Pedata,1968.0,156.0,4.8,21.0,Drama,telugu
Amar Deep,1979.0,136.0,6.8,65.0,"Drama, Romance",hindi
Evalasa Khopa,2009.0,126.0,6.9,24.0,Drama,marathi
Lal-e-Yaman,1933.0,158.0,6.4,10.0,Unknown,hindi
Bhale Adrushtavo Adrushta,1971.0,141.0,6.4,10.0,Unknown,kannada
Seva Sadan,1938.0,210.0,6.9,24.0,Drama,tamil
Varasudochhadu,1988.0,124.0,7.8,88.0,Family,telugu
Sakthi Parasakthi,1985.0,120.0,6.9,24.0,Drama,tamil
Youngster: Nepali Film,2015.0,135.0,6.9,24.0,Drama,nepali
Meri Lalkaar,1990.0,137.0,5.5,21.0,Action,hindi
Kaal Madhumas,2013.0,133.0,6.5,10.0,Romance,bengali
See You,2012.0,126.0,6.9,24.0,Drama,kannada
Naveena Sadaram,1935.0,137.5,6.4,10.0,Unknown,tamil
Daveli,2020.0,30.0,8.7,10.0,"Short, Documentary",malayalam
Once Upon a Time in Mumbaai,2010.0,134.0,7.4,16501.0,"Action, Crime, Drama",hindi
Vattathukkul Chathuram,1978.0,137.5,6.4,10.0,Unknown,tamil
Chamak,2017.0,155.0,6.9,530.0,Comedy,kannada
The Making of Maa Aur Mamta Aka Motherhood,2004.0,46.0,6.9,24.0,Drama,urdu
Jindua,2017.0,136.0,6.6,233.0,Family,punjabi
Khubsoorat Bala,1933.0,137.5,6.4,10.0,Unknown,hindi
C.I.D. Moosa,2003.0,160.0,7.6,1309.0,"Action, Comedy",malayalam
Thendral,2004.0,126.0,5.7,6.0,Drama,tamil
Kapus Kondyachi Goshta,2016.0,110.0,8.0,21.0,"Drama, Family",marathi
Rappakal,2005.0,137.0,7.2,636.0,"Comedy, Drama",malayalam
Nilo Aakash,2006.0,5.0,8.2,11.0,"Short, Musical",nepali
Saugandh Geeta Ki,2001.0,97.0,5.5,21.0,Action,hindi
Sitar Banabas,1979.0,144.0,7.2,52.0,"Drama, History",bengali
Bambara Kannaley,2005.0,161.0,3.7,26.0,Comedy,tamil
Attilokasundari,1990.0,137.5,4.0,7.0,Unknown,hindi
Love Trainning,2018.0,129.0,5.8,12.0,Comedy,hindi
Bad Luck Govind,2009.0,120.0,3.5,17.0,"Comedy, Crime, Drama",hindi
Mahakavya,2019.0,126.0,6.9,24.0,Drama,kannada
Premi Gangaram,1978.0,133.0,6.2,31.0,Romance,hindi
Divorce,1984.0,133.0,5.7,7.0,"Romance, Drama",hindi
Ninaithale Inikkum,1979.0,141.0,6.9,244.0,"Musical, Romance",telugu
Amina Tailors,1991.0,135.0,5.0,20.0,Drama,malayalam
Savitribai Phule,2018.0,137.5,6.4,10.0,Unknown,kannada
Kolaiyuthir Kaalam,2019.0,100.0,2.7,320.0,"Drama, Thriller",tamil
Jedarahalli,2011.0,126.0,6.9,24.0,Drama,tamil
Jalti Nishani,1955.0,137.5,6.4,10.0,Unknown,hindi
Patre Loves Padma,2008.0,126.0,6.9,24.0,Drama,kannada
Ponkathir,1953.0,137.5,6.4,10.0,Unknown,malayalam
Narahari,2002.0,138.0,6.9,24.0,Drama,telugu
1940 lo Oka Gramam,2010.0,129.0,6.9,9.0,Drama,telugu
Inti Guttu,1984.0,129.0,6.9,17.0,"Action, Family, Drama",telugu
Vachanam,1989.0,122.0,7.0,41.0,"Crime, Drama, Mystery",malayalam
Gnana Sundari,1961.0,126.0,6.2,6.0,Drama,malayalam
Baadshah,1999.0,175.0,6.9,17005.0,"Action, Comedy, Crime",hindi
Madha,2020.0,113.0,5.2,470.0,"Mystery, Thriller",telugu
Nirmom,1996.0,136.0,5.9,144.5,"Action, Drama, Romance",bengali
Gunahon Ka Faisla,1988.0,169.0,5.0,13.0,Action,hindi
Kaappaan,2019.0,166.0,6.3,4436.0,"Action, Thriller",telugu
Kafal pakyo,2014.0,17.0,9.1,21.0,"Short, Drama",nepali
Amma Donga,1995.0,149.0,6.4,19.0,Action,telugu
Jibon Nouka,1981.0,150.0,6.9,24.0,Drama,bengali
Inspector Reshma,1997.0,137.0,5.5,21.0,Action,hindi
Swarganiki Nitchenalu,1977.0,137.5,6.4,10.0,Unknown,malayalam
Trishakti,1999.0,141.5,4.5,19.0,"Action, Crime, Drama",hindi
Shaadi Mein Zaroor Aana,2017.0,137.0,7.6,13046.0,"Drama, Romance",hindi
Earth,1998.0,110.0,7.7,7472.0,"Drama, Romance, War",hindi
Pagade,2013.0,126.0,6.9,24.0,Drama,kannada
Nanu Baalabeku,1974.0,137.5,6.4,10.0,Unknown,kannada
Gunah Ki Raat,1979.0,137.0,5.5,21.0,Action,hindi
Khamosh Nigahen,1946.0,137.5,6.4,10.0,Unknown,hindi
Dil Aur Mohabbat,1968.0,137.0,6.1,20.0,Action,hindi
Bhale Monagadu,1968.0,144.0,6.7,6.0,Unknown,telugu
Kalisundam Raa,2000.0,156.0,7.2,438.0,Drama,telugu
Raat Aur Din,1967.0,135.0,7.5,72.0,"Mystery, Thriller",hindi
Theeram Thedunnavar,1980.0,137.5,6.4,10.0,Unknown,malayalam
Amor Sangi,1986.0,133.0,6.4,28.0,Romance,bengali
Main Zaroor Aaunga,2019.0,100.0,4.1,46.0,"Horror, Thriller",hindi
Ranveer,2019.0,148.0,7.7,7.0,"Action, Comedy, Drama",nepali
Mattuthavani,2012.0,126.0,6.9,24.0,Drama,tamil
Wish You Happy Breakup,2016.0,107.0,7.4,70.0,"Comedy, Drama, Romance",telugu
Nartaki,1940.0,150.0,6.5,11.0,Drama,hindi
Katputtli,2006.0,119.0,5.6,24.0,Thriller,hindi
Hum Sab Chor Hain,1979.0,137.5,6.4,10.0,Unknown,urdu
Ballari Darbar,2016.0,151.0,6.9,24.0,Drama,kannada
Burra Katha,2019.0,150.0,5.0,62.0,"Comedy, Romance",telugu
Khara Kadhi Bolu Naye,1987.0,130.0,6.1,42.0,Comedy,marathi
Doodh Ro Karz,1995.0,126.0,6.9,24.0,Drama,rajastani
Kadalamma,1963.0,137.5,6.4,10.0,Unknown,malayalam
Piriyatha Varam Vendum,2001.0,136.0,6.2,61.0,"Drama, Romance",tamil
Hiralal,2018.0,126.0,7.15,12.0,History,bengali
Roja,1992.0,137.0,8.2,11937.0,"Drama, Romance, Thriller",tamil
Showbiz,2007.0,108.0,3.6,114.0,"Action, Drama, Music",hindi
Heera-Moti,1979.0,137.0,4.3,6.0,Action,hindi
Avakaasham,1978.0,137.5,6.4,10.0,Unknown,malayalam
Kuch Na Kaho,2016.0,137.5,6.4,10.0,Unknown,urdu
Miss Himmatwali 88,1988.0,137.0,5.5,21.0,Action,hindi
Global Baba,2016.0,120.0,5.6,182.0,Thriller,hindi
Ek Badi Si Love Story,2003.0,133.0,6.2,31.0,Romance,hindi
Karingunnam 6's,2016.0,144.0,5.4,344.0,"Drama, Sport",malayalam
Rupees 500,2014.0,12.0,8.3,10.0,"Short, Drama, Family",nepali
Roop Kumari,1956.0,133.0,6.2,31.0,Romance,hindi
Wrong No.,2015.0,133.0,6.7,1776.0,"Comedy, Romance",oriya
Naagavalli,2012.0,126.0,6.9,24.0,Drama,kannada
Raabta,2017.0,147.0,4.6,5846.0,"Action, Drama, Fantasy",hindi
Jaan Hatheli Pe,1987.0,160.0,5.6,48.0,Action,hindi
Moham Muppathu Varusham,1976.0,136.0,7.8,6.0,"Drama, Romance",tamil
Beauty Parlour,2020.0,39.0,7.95,13.5,"Short, Comedy",assamese
Operation Olipporu,2021.0,148.0,8.9,78.0,"Action, Comedy, Thriller",malayalam
Amazon Obhijaan,2017.0,140.0,4.6,1138.0,"Action, Adventure",bengali
Elektra,2010.0,131.0,6.2,83.0,"Drama, Thriller",malayalam
Drushyam,2014.0,150.0,8.2,3644.0,"Crime, Drama, Thriller",telugu
786,2005.0,150.0,5.5,21.0,Action,telugu
Luv U Bobby,2009.0,131.0,6.2,31.0,Romance,punjabi
Mumbai Mast Kallander,2011.0,137.0,5.4,8.0,"Action, Comedy, Crime",hindi
Mera Pind: My Home,2008.0,165.0,6.7,73.0,"Comedy, Drama, Musical",punjabi
Mud Maza,2016.0,75.0,,,"Musical, Romance, Sport",malayalam
Madhu Ki Baatein,2000.0,120.0,6.0,32.0,Thriller,hindi
Veera Kesari,1963.0,177.0,8.7,22.0,Unknown,kannada
Dukh Pardesaan De,1997.0,126.0,6.9,24.0,Drama,punjabi
Ek Ti,2021.0,126.0,6.9,24.0,Drama,marathi
Kanmani Poonga,1982.0,126.0,6.9,24.0,Drama,tamil
Jagya TyarThi Savar,2018.0,124.0,6.5,18.0,Family,gujarati
Unni Ikki,2019.0,122.0,6.7,43.0,Comedy,punjabi
Bhola Moira,1977.0,132.0,4.4,5.0,Drama,bengali
Punte ko Pangro,2014.0,13.0,7.8,10.0,"Short, Drama",nepali
Ingeyum Oru Gangai,1984.0,126.0,4.0,6.0,Drama,tamil
Chusoddam Randi,2000.0,130.0,6.1,42.0,Comedy,telugu
My Magic,2008.0,75.0,6.5,283.0,Drama,tamil
Diary of a Badman,2010.0,20.0,8.9,17.0,"Short, Comedy",oriya
Pyaar Aur Kirayedar,2021.0,62.0,6.1,42.0,Comedy,urdu
M Dharmaraju M.A.,1994.0,124.0,5.4,108.0,"Drama, Thriller",telugu
Premigaagi Naa,2008.0,126.0,6.9,24.0,Drama,kannada
Shaitaan,1974.0,121.0,5.2,18.0,"Action, Crime, Drama",hindi
Sasesham,2012.0,124.0,4.7,6.0,"Drama, Mystery, Thriller",telugu
Inspector Notty K,2018.0,147.0,5.2,277.0,"Comedy, Romance",bengali
Jagan,1984.0,137.5,6.4,10.0,Unknown,telugu
Aasai Aasaiyai,2003.0,155.0,5.2,21.0,Unknown,tamil
Ptv Global Eid Special with Danish,2010.0,24.0,,,"Short, News",urdu
Dacait,2000.0,137.0,5.9,7.0,Action,hindi
No Smoking,2007.0,128.0,7.3,6789.0,"Drama, Horror, Mystery",hindi
Narendran Makan Jayakanthan Vaka,2001.0,150.0,6.3,238.0,"Comedy, Drama",malayalam
OLAKH-my identity,2015.0,126.0,6.9,24.0,Drama,marathi
Laal Ishq,2016.0,118.0,5.4,36.0,"Crime, Mystery, Romance",marathi
Patli Re Patli,1990.0,136.0,6.1,42.0,Comedy,marathi
Vigneshwar 1991,1991.0,114.0,4.0,5.0,Crime,tamil
Lingaa,2014.0,174.0,5.6,5018.0,"Action, Comedy, Drama",tamil
Kindari Jogi,1989.0,133.0,6.6,15.0,Fantasy,kannada
Anandi Anand,1987.0,137.5,5.5,6.0,Unknown,marathi
Ganga Kahe Pukar Ke,1991.0,126.0,6.9,24.0,Drama,bhojpuri
Uyirukku Uyiraga,2014.0,142.0,6.9,24.0,Drama,tamil
Nisshabd,2005.0,92.0,6.2,8.0,Drama,bengali
Cabaret Dancer,1986.0,137.5,6.4,10.0,Unknown,malayalam
Mohammad and Urvashi,2017.0,15.0,5.9,74.0,"Short, Drama, Mystery",urdu
Kaitholachathan,2018.0,128.0,5.6,8.0,"Drama, Fantasy",malayalam
Chalat musafir moh liyo re,2006.0,126.0,6.9,24.0,Drama,bhojpuri
Donga Rascal,1994.0,120.0,6.9,24.0,Drama,telugu
Halwa,2016.0,23.0,6.7,7.0,Short,malayalam
Pandharichi Vari,1988.0,124.0,6.5,18.0,Family,marathi
Kuku Mathur Ki Jhand Ho Gayi,2014.0,109.0,5.3,243.0,"Comedy, Romance",hindi
Chiranjeevulu,1956.0,166.0,6.7,7.0,"Musical, Drama, Romance",telugu
Oops,2008.0,18.0,7.5,8.0,Comedy,oriya
Myaav,2008.0,105.0,5.0,22.0,Horror,telugu
Good Morning Karachi,2013.0,80.0,5.7,236.0,Drama,urdu
Uttara Abhimanyu,1946.0,137.5,6.4,10.0,Unknown,hindi
Aao Hum Saath Chalein,2003.0,133.0,6.2,31.0,Romance,hindi
Ardab Mutiyaran,2019.0,138.0,7.3,401.0,Drama,punjabi
Thozhar Venkatesan,2019.0,112.0,6.5,31.0,Drama,tamil
Appachchi,2007.0,126.0,6.9,24.0,Drama,kannada
Woh 7 Din,1983.0,139.0,7.6,1129.0,"Drama, Romance",hindi
Pagadai Panirendu,1982.0,98.0,6.2,5.0,Unknown,tamil
Chan Veryam,1981.0,,,,"Action, Biography, Musical",punjabi
Pellama Mazaka,1993.0,126.0,6.9,24.0,Drama,telugu
Porichoi,2013.0,126.0,6.4,5.0,Drama,bengali
Darbar,1958.0,137.5,6.4,10.0,Unknown,urdu
Naavadakku Paniyedukku,1985.0,137.5,6.4,10.0,Unknown,malayalam
Biroho Byatha,1989.0,133.0,6.8,6.0,"Drama, Family",bengali
22 June 1897,1979.0,121.0,7.7,52.0,"Drama, History",marathi
Kannan Oru Kai Kuzhandhai,1978.0,114.0,5.5,14.0,Unknown,tamil
Mathikettan Saalai,2011.0,126.0,6.9,24.0,Drama,tamil
Anjaan Raahen,1974.0,128.0,6.8,18.0,"Drama, Comedy",hindi
Rupkothar Golpo,2006.0,126.0,7.4,218.0,Drama,bengali
Preminchukunam Pellikirandi,2004.0,133.0,6.2,31.0,Romance,telugu
Agent Sai Srinivasa Athreya,2019.0,148.0,8.4,8791.0,"Comedy, Crime, Mystery",telugu
Moonavathu Kann,2018.0,114.0,6.9,24.0,Drama,tamil
Jigar Thanda,2016.0,171.0,7.4,57.0,"Crime, Drama",kannada
Salim Langde Pe Mat Ro,1989.0,111.0,7.6,450.0,"Crime, Drama",hindi
Maleen,1964.0,126.0,6.9,24.0,Drama,urdu
Mahatma,1996.0,135.0,5.4,41.0,"Action, Crime",malayalam
The Rain,1976.0,131.0,9.0,5.0,"Musical, Romance",oriya
Varnecha Wagh,1970.0,119.0,7.2,3246.0,"Biography, Crime, Drama",marathi
Thazhuvaatha Kaigal,1986.0,132.0,6.4,10.0,Unknown,tamil
Saguni,2012.0,148.0,4.6,924.0,"Action, Comedy, Drama",tamil
Iru Kadhal Oru Kadhai,2015.0,132.0,6.9,24.0,Drama,tamil
Bijoya,2019.0,145.0,7.4,401.0,Drama,bengali
Gundert the Man the Language,2012.0,137.5,6.4,10.0,Unknown,malayalam
Bhai-Bahen,1959.0,136.0,6.0,5.0,"Drama, Family",hindi
Baanaadi,2014.0,146.0,6.9,24.0,Drama,kannada
Kunwara Paying Guest,2007.0,86.0,5.7,7.0,Drama,hindi
Kuch Log,2011.0,120.0,6.0,32.0,Thriller,hindi
